time	V(vo)
6.489835661253983e-003	2.092649e-001
6.494960227474942e-003	1.791672e-001
6.500278098082376e-003	1.404539e-001
6.503972404655619e-003	1.106109e-001
6.508230077355808e-003	7.559446e-002
6.512105582621204e-003	4.519731e-002
6.515979355016153e-003	1.704491e-002
6.520854651099832e-003	-1.479757e-002
6.530265515374905e-003	-6.832971e-002
6.540031140374904e-003	-1.152133e-001
6.549796765374904e-003	-1.536822e-001
6.559562390374904e-003	-1.852777e-001
6.569328015374904e-003	-2.113652e-001
6.579093640374904e-003	-2.330461e-001
6.588859265374903e-003	-2.511968e-001
6.598624890374903e-003	-2.665110e-001
6.608390515374903e-003	-2.795356e-001
6.618156140374903e-003	-2.907004e-001
6.627921765374903e-003	-3.003423e-001
6.637687390374902e-003	-3.087249e-001
6.647453015374902e-003	-3.160538e-001
6.657218640374902e-003	-3.224895e-001
6.666984265374902e-003	-3.281565e-001
6.676749890374902e-003	-3.331516e-001
6.686515515374901e-003	-3.375497e-001
6.696281140374901e-003	-3.414085e-001
6.706046765374901e-003	-3.447725e-001
6.715812390374901e-003	-3.476758e-001
6.725578015374900e-003	-3.501445e-001
6.735343640374900e-003	-3.521983e-001
6.745109265374900e-003	-3.538522e-001
6.764640515374900e-003	-3.560017e-001
6.784171765374899e-003	-3.566509e-001
6.803703015374899e-003	-3.558272e-001
6.823234265374898e-003	-3.535372e-001
6.842765515374898e-003	-3.497680e-001
6.862296765374898e-003	-3.444824e-001
6.881828015374897e-003	-3.376019e-001
6.891593640374897e-003	-3.335197e-001
6.901359265374897e-003	-3.289707e-001
6.911124890374897e-003	-3.239093e-001
6.920890515374896e-003	-3.182672e-001
6.930656140374896e-003	-3.119387e-001
6.940421765374896e-003	-3.047490e-001
6.950187390374896e-003	-2.963733e-001
6.959953015374895e-003	-2.861009e-001
6.969718640374895e-003	-2.725148e-001
6.977755805090999e-003	-2.567038e-001
6.983422798124575e-003	-2.396736e-001
6.990487155245804e-003	-2.088561e-001
6.995555531948173e-003	-1.789541e-001
7.000861606596911e-003	-1.402789e-001
7.004538283264654e-003	-1.105524e-001
7.008361793004595e-003	-7.902861e-002
7.012234798103480e-003	-4.846932e-002
7.015987614010636e-003	-2.094202e-002
7.020777474720312e-003	1.076868e-002
7.029519188867117e-003	6.139817e-002
7.039284813867117e-003	1.093163e-001
7.049050438867117e-003	1.487839e-001
7.058816063867116e-003	1.811790e-001
7.068581688867116e-003	2.079036e-001
7.078347313867116e-003	2.300917e-001
7.088112938867116e-003	2.486466e-001
7.097878563867116e-003	2.642836e-001
7.107644188867115e-003	2.775669e-001
7.117409813867115e-003	2.889401e-001
7.127175438867115e-003	2.987510e-001
7.136941063867115e-003	3.072715e-001
7.146706688867115e-003	3.147143e-001
7.156472313867114e-003	3.212447e-001
7.166237938867114e-003	3.269917e-001
7.176003563867114e-003	3.320552e-001
7.185769188867114e-003	3.365126e-001
7.195534813867113e-003	3.404237e-001
7.205300438867113e-003	3.438344e-001
7.215066063867113e-003	3.467802e-001
7.224831688867113e-003	3.492878e-001
7.234597313867113e-003	3.513780e-001
7.244362938867112e-003	3.530662e-001
7.263894188867112e-003	3.552797e-001
7.283425438867112e-003	3.559885e-001
7.302956688867111e-003	3.552218e-001
7.322487938867111e-003	3.529869e-001
7.342019188867110e-003	3.492718e-001
7.361550438867110e-003	3.440398e-001
7.381081688867110e-003	3.372140e-001
7.390847313867109e-003	3.331601e-001
7.400612938867109e-003	3.286407e-001
7.410378563867109e-003	3.236109e-001
7.420144188867109e-003	3.180037e-001
7.429909813867108e-003	3.117154e-001
7.439675438867108e-003	3.045753e-001
7.449441063867108e-003	2.962682e-001
7.459206688867108e-003	2.861099e-001
7.468972313867108e-003	2.726952e-001
7.477211933134345e-003	2.567303e-001
7.482852943878228e-003	2.399865e-001
7.489973015249112e-003	2.091387e-001
7.495123835795605e-003	1.788291e-001
7.500466050965855e-003	1.398828e-001
7.504170503337189e-003	1.099389e-001
7.508422171956022e-003	7.499150e-002
7.512329682077453e-003	4.438284e-002
7.516180955377007e-003	1.645165e-002
7.521158819733350e-003	-1.594865e-002
7.530741373944677e-003	-7.019965e-002
7.540506998944677e-003	-1.167926e-001
7.550272623944677e-003	-1.549842e-001
7.560038248944676e-003	-1.863563e-001
7.569803873944676e-003	-2.122647e-001
7.579569498944676e-003	-2.338018e-001
7.589335123944676e-003	-2.518367e-001
7.599100748944676e-003	-2.670571e-001
7.608866373944675e-003	-2.800053e-001
7.618631998944675e-003	-2.911072e-001
7.628397623944675e-003	-3.006969e-001
7.638163248944675e-003	-3.090355e-001
7.647928873944675e-003	-3.163268e-001
7.657694498944674e-003	-3.227299e-001
7.667460123944674e-003	-3.283681e-001
7.677225748944674e-003	-3.333373e-001
7.686991373944674e-003	-3.377117e-001
7.696756998944673e-003	-3.415485e-001
7.706522623944673e-003	-3.448918e-001
7.716288248944673e-003	-3.477754e-001
7.726053873944673e-003	-3.502251e-001
7.735819498944673e-003	-3.522604e-001
7.745585123944672e-003	-3.538961e-001
7.765116373944672e-003	-3.560100e-001
7.784647623944672e-003	-3.566237e-001
7.804178873944671e-003	-3.557644e-001
7.823710123944672e-003	-3.534383e-001
7.843241373944671e-003	-3.496318e-001
7.862772623944671e-003	-3.443069e-001
7.882303873944670e-003	-3.373836e-001
7.892069498944670e-003	-3.332777e-001
7.901835123944670e-003	-3.287028e-001
7.911600748944670e-003	-3.236122e-001
7.921366373944670e-003	-3.179358e-001
7.931131998944669e-003	-3.115652e-001
7.940897623944669e-003	-3.043198e-001
7.950663248944669e-003	-2.958622e-001
7.960428873944669e-003	-2.854435e-001
7.970194498944669e-003	-2.716291e-001
7.977956454413744e-003	-2.560582e-001
7.983593143512881e-003	-2.388428e-001
7.990545738318701e-003	-2.081901e-001
7.995547646392858e-003	-1.784893e-001
8.000850577169479e-003	-1.397163e-001
8.004528405985974e-003	-1.099779e-001
8.008782727111028e-003	-7.500898e-002
