Freq.	V(outder)/V(VIN)
3.46736850452529e+003	(1.44881941077965e+001dB,-9.00162300995685e+001°)
3.54813389233573e+003	(1.46887832177319e+001dB,-9.00166082007409e+001°)
3.63078054770099e+003	(1.48894001343931e+001dB,-9.00169951128617e+001°)
3.71535229097170e+003	(1.50900461724093e+001dB,-9.00173910414397e+001°)
3.80189396320558e+003	(1.52907227087670e+001dB,-9.00177961967908e+001°)
3.89045144994278e+003	(1.54914311857867e+001dB,-9.00182107941508e+001°)
3.98107170553494e+003	(1.56921731142454e+001dB,-9.00186350537919e+001°)
4.07380277804110e+003	(1.58929500766487e+001dB,-9.00190692011416e+001°)
4.16869383470332e+003	(1.60937637306631e+001dB,-9.00195134669045e+001°)
4.26579518801589e+003	(1.62946158127140e+001dB,-9.00199680871870e+001°)
4.36515832240162e+003	(1.64955081417592e+001dB,-9.00204333036254e+001°)
4.46683592150960e+003	(1.66964426232462e+001dB,-9.00209093635166e+001°)
4.57088189614871e+003	(1.68974212532624e+001dB,-9.00213965199528e+001°)
4.67735141287194e+003	(1.70984461228884e+001dB,-9.00218950319585e+001°)
4.78630092322634e+003	(1.72995194227639e+001dB,-9.00224051646314e+001°)
4.89778819368442e+003	(1.75006434478782e+001dB,-9.00229271892872e+001°)
5.01187233627268e+003	(1.77018206025952e+001dB,-9.00234613836072e+001°)
5.12861383991361e+003	(1.79030534059263e+001dB,-9.00240080317899e+001°)
5.24807460249768e+003	(1.81043444970628e+001dB,-9.00245674247066e+001°)
5.37031796370248e+003	(1.83056966411827e+001dB,-9.00251398600607e+001°)
5.49540873857620e+003	(1.85071127355431e+001dB,-9.00257256425505e+001°)
5.62341325190344e+003	(1.87085958158775e+001dB,-9.00263250840373e+001°)
5.75439937337152e+003	(1.89101490631089e+001dB,-9.00269385037164e+001°)
5.88843655355584e+003	(1.91117758103991e+001dB,-9.00275662282935e+001°)
6.02559586074353e+003	(1.93134795505500e+001dB,-9.00282085921649e+001°)
6.16595001861477e+003	(1.95152639437761e+001dB,-9.00288659376026e+001°)
6.30957344480188e+003	(1.97171328258671e+001dB,-9.00295386149442e+001°)
6.45654229034650e+003	(1.99190902167623e+001dB,-9.00302269827875e+001°)
6.60693448007590e+003	(2.01211403295585e+001dB,-9.00309314081904e+001°)
6.76082975391976e+003	(2.03232875799749e+001dB,-9.00316522668757e+001°)
6.91830970918931e+003	(2.05255365962991e+001dB,-9.00323899434415e+001°)
7.07945784384132e+003	(2.07278922298410e+001dB,-9.00331448315772e+001°)
7.24435960074984e+003	(2.09303595659225e+001dB,-9.00339173342848e+001°)
7.41310241300911e+003	(2.11329439354322e+001dB,-9.00347078641068e+001°)
7.58577575029177e+003	(2.13356509269760e+001dB,-9.00355168433592e+001°)
7.76247116628685e+003	(2.15384863996579e+001dB,-9.00363447043723e+001°)
7.94328234724275e+003	(2.17414564965258e+001dB,-9.00371918897363e+001°)
8.12830516164092e+003	(2.19445676587194e+001dB,-9.00380588525547e+001°)
8.31763771102664e+003	(2.21478266403611e+001dB,-9.00389460567050e+001°)
8.51138038202369e+003	(2.23512405242320e+001dB,-9.00398539771053e+001°)
8.70963589956073e+003	(2.25548167382787e+001dB,-9.00407830999897e+001°)
8.91250938133738e+003	(2.27585630729987e+001dB,-9.00417339231913e+001°)
9.12010839355902e+003	(2.29624876997568e+001dB,-9.00427069564319e+001°)
9.33254300796983e+003	(2.31665991900866e+001dB,-9.00437027216225e+001°)
9.54992586021428e+003	(2.33709065360373e+001dB,-9.00447217531702e+001°)
9.77237220955802e+003	(2.35754191716276e+001dB,-9.00457645982953e+001°)
9.99999999999991e+003	(2.37801469954736e+001dB,-9.00468318173583e+001°)
1.02329299228075e+004	(2.39851003946649e+001dB,-9.00479239841951e+001°)
1.04712854805089e+004	(2.41902902699636e+001dB,-9.00490416864642e+001°)
1.07151930523760e+004	(2.43957280624102e+001dB,-9.00501855260035e+001°)
1.09647819614318e+004	(2.46014257814254e+001dB,-9.00513561191984e+001°)
1.12201845430195e+004	(2.48073960345022e+001dB,-9.00525540973621e+001°)
1.14815362149687e+004	(2.50136520585921e+001dB,-9.00537801071274e+001°)
1.17489755493952e+004	(2.52202077532943e+001dB,-9.00550348108518e+001°)
1.20226443461740e+004	(2.54270777159676e+001dB,-9.00563188870354e+001°)
1.23026877081237e+004	(2.56342772788931e+001dB,-9.00576330307539e+001°)
1.25892541179416e+004	(2.58418225486245e+001dB,-9.00589779541048e+001°)
1.28824955169312e+004	(2.60497304476767e+001dB,-9.00603543866711e+001°)
1.31825673855640e+004	(2.62580187587128e+001dB,-9.00617630759994e+001°)
1.34896288259164e+004	(2.64667061714039e+001dB,-9.00632047880965e+001°)
1.38038426460287e+004	(2.66758123321508e+001dB,-9.00646803079442e+001°)
