Freq.	V(p003)/I(V1)
1.85694910148706e+005	(9.40203348288408e+001dB,-1.79974131382676e+002°)
1.85737672904957e+005	(9.40203349895920e+001dB,-1.79974136185512e+002°)
1.85780445508830e+005	(9.40203351502886e+001dB,-1.79974140987055e+002°)
1.85823227962592e+005	(9.40203353109305e+001dB,-1.79974145787305e+002°)
1.85866020268513e+005	(9.40203354715179e+001dB,-1.79974150586263e+002°)
1.85908822428862e+005	(9.40203356320507e+001dB,-1.79974155383928e+002°)
1.85951634445906e+005	(9.40203357925290e+001dB,-1.79974160180301e+002°)
1.85994456321917e+005	(9.40203359529528e+001dB,-1.79974164975382e+002°)
1.86037288059164e+005	(9.40203361133222e+001dB,-1.79974169769172e+002°)
1.86080129659919e+005	(9.40203362736372e+001dB,-1.79974174561670e+002°)
1.86122981126453e+005	(9.40203364338977e+001dB,-1.79974179352876e+002°)
1.86165842461037e+005	(9.40203365941039e+001dB,-1.79974184142792e+002°)
1.86208713665945e+005	(9.40203367542558e+001dB,-1.79974188931417e+002°)
1.86251594743450e+005	(9.40203369143535e+001dB,-1.79974193718751e+002°)
1.86294485695824e+005	(9.40203370743968e+001dB,-1.79974198504795e+002°)
1.86337386525342e+005	(9.40203372343859e+001dB,-1.79974203289548e+002°)
1.86380297234278e+005	(9.40203373943209e+001dB,-1.79974208073012e+002°)
1.86423217824908e+005	(9.40203375542017e+001dB,-1.79974212855186e+002°)
1.86466148299507e+005	(9.40203377140283e+001dB,-1.79974217636070e+002°)
1.86509088660351e+005	(9.40203378738009e+001dB,-1.79974222415664e+002°)
1.86552038909718e+005	(9.40203380335194e+001dB,-1.79974227193970e+002°)
1.86594999049883e+005	(9.40203381931839e+001dB,-1.79974231970986e+002°)
1.86637969083125e+005	(9.40203383527944e+001dB,-1.79974236746714e+002°)
1.86680949011722e+005	(9.40203385123509e+001dB,-1.79974241521153e+002°)
1.86723938837953e+005	(9.40203386718535e+001dB,-1.79974246294304e+002°)
1.86766938564096e+005	(9.40203388313022e+001dB,-1.79974251066166e+002°)
1.86809948192433e+005	(9.40203389906971e+001dB,-1.79974255836741e+002°)
1.86852967725243e+005	(9.40203391500381e+001dB,-1.79974260606028e+002°)
1.86895997164806e+005	(9.40203393093253e+001dB,-1.79974265374027e+002°)
1.86939036513406e+005	(9.40203394685588e+001dB,-1.79974270140739e+002°)
1.86982085773322e+005	(9.40203396277385e+001dB,-1.79974274906164e+002°)
1.87025144946838e+005	(9.40203397868645e+001dB,-1.79974279670302e+002°)
1.87068214036237e+005	(9.40203399459368e+001dB,-1.79974284433153e+002°)
1.87111293043802e+005	(9.40203401049555e+001dB,-1.79974289194718e+002°)
1.87154381971817e+005	(9.40203402639206e+001dB,-1.79974293954996e+002°)
1.87197480822567e+005	(9.40203404228321e+001dB,-1.79974298713989e+002°)
1.87240589598336e+005	(9.40203405816901e+001dB,-1.79974303471695e+002°)
1.87283708301411e+005	(9.40203407404946e+001dB,-1.79974308228116e+002°)
1.87326836934078e+005	(9.40203408992456e+001dB,-1.79974312983251e+002°)
1.87369975498622e+005	(9.40203410579431e+001dB,-1.79974317737101e+002°)
1.87413123997332e+005	(9.40203412165873e+001dB,-1.79974322489666e+002°)
1.87456282432494e+005	(9.40203413751780e+001dB,-1.79974327240947e+002°)
1.87499450806398e+005	(9.40203415337155e+001dB,-1.79974331990942e+002°)
1.87542629121331e+005	(9.40203416921996e+001dB,-1.79974336739653e+002°)
1.87585817379584e+005	(9.40203418506304e+001dB,-1.79974341487080e+002°)
1.87629015583446e+005	(9.40203420090080e+001dB,-1.79974346233223e+002°)
1.87672223735207e+005	(9.40203421673323e+001dB,-1.79974350978082e+002°)
1.87715441837158e+005	(9.40203423256035e+001dB,-1.79974355721658e+002°)
1.87758669891590e+005	(9.40203424838215e+001dB,-1.79974360463950e+002°)
1.87801907900796e+005	(9.40203426419864e+001dB,-1.79974365204959e+002°)
1.87845155867068e+005	(9.40203428000983e+001dB,-1.79974369944685e+002°)
1.87888413792699e+005	(9.40203429581570e+001dB,-1.79974374683128e+002°)
1.87931681679982e+005	(9.40203431161627e+001dB,-1.79974379420289e+002°)
1.87974959531211e+005	(9.40203432741155e+001dB,-1.79974384156167e+002°)
1.88018247348681e+005	(9.40203434320153e+001dB,-1.79974388890763e+002°)
1.88061545134687e+005	(9.40203435898621e+001dB,-1.79974393624077e+002°)
1.88104852891525e+005	(9.40203437476561e+001dB,-1.79974398356109e+002°)
1.88148170621490e+005	(9.40203439053972e+001dB,-1.79974403086860e+002°)
1.88191498326880e+005	(9.40203440630854e+001dB,-1.79974407816330e+002°)
1.88234836009991e+005	(9.40203442207209e+001dB,-1.79974412544518e+002°)
1.88278183673122e+005	(9.40203443783036e+001dB,-1.79974417271426e+002°)
1.88321541318570e+005	(9.40203445358336e+001dB,-1.79974421997053e+002°)
1.88364908948634e+005	(9.40203446933108e+001dB,-1.79974426721399e+002°)
1.88408286565614e+005	(9.40203448507354e+001dB,-1.79974431444465e+002°)
1.88451674171809e+005	(9.40203450081074e+001dB,-1.79974436166251e+002°)
1.88495071769520e+005	(9.40203451654267e+001dB,-1.79974440886757e+002°)
1.88538479361048e+005	(9.40203453226935e+001dB,-1.79974445605983e+002°)
1.88581896948694e+005	(9.40203454799077e+001dB,-1.79974450323930e+002°)
1.88625324534760e+005	(9.40203456370695e+001dB,-1.79974455040598e+002°)
1.88668762121549e+005	(9.40203457941787e+001dB,-1.79974459755986e+002°)
1.88712209711363e+005	(9.40203459512355e+001dB,-1.79974464470096e+002°)
1.88755667306506e+005	(9.40203461082399e+001dB,-1.79974469182927e+002°)
1.88799134909282e+005	(9.40203462651919e+001dB,-1.79974473894479e+002°)
1.88842612521997e+005	(9.40203464220915e+001dB,-1.79974478604754e+002°)
1.88886100146954e+005	(9.40203465789389e+001dB,-1.79974483313750e+002°)
1.88929597786460e+005	(9.40203467357339e+001dB,-1.79974488021469e+002°)
1.88973105442820e+005	(9.40203468924767e+001dB,-1.79974492727909e+002°)
1.89016623118343e+005	(9.40203470491672e+001dB,-1.79974497433073e+002°)
1.89060150815334e+005	(9.40203472058056e+001dB,-1.79974502136959e+002°)
1.89103688536101e+005	(9.40203473623919e+001dB,-1.79974506839569e+002°)
1.89147236282954e+005	(9.40203475189259e+001dB,-1.79974511540901e+002°)
1.89190794058200e+005	(9.40203476754080e+001dB,-1.79974516240957e+002°)
1.89234361864150e+005	(9.40203478318379e+001dB,-1.79974520939736e+002°)
1.89277939703112e+005	(9.40203479882158e+001dB,-1.79974525637240e+002°)
1.89321527577399e+005	(9.40203481445417e+001dB,-1.79974530333467e+002°)
1.89365125489319e+005	(9.40203483008156e+001dB,-1.79974535028419e+002°)
1.89408733441186e+005	(9.40203484570376e+001dB,-1.79974539722095e+002°)
1.89452351435311e+005	(9.40203486132077e+001dB,-1.79974544414495e+002°)
1.89495979474006e+005	(9.40203487693260e+001dB,-1.79974549105621e+002°)
1.89539617559586e+005	(9.40203489253924e+001dB,-1.79974553795472e+002°)
1.89583265694363e+005	(9.40203490814069e+001dB,-1.79974558484047e+002°)
1.89626923880651e+005	(9.40203492373698e+001dB,-1.79974563171349e+002°)
1.89670592120766e+005	(9.40203493932808e+001dB,-1.79974567857376e+002°)
1.89714270417022e+005	(9.40203495491402e+001dB,-1.79974572542129e+002°)
1.89757958771736e+005	(9.40203497049478e+001dB,-1.79974577225607e+002°)
1.89801657187223e+005	(9.40203498607038e+001dB,-1.79974581907813e+002°)
1.89845365665801e+005	(9.40203500164082e+001dB,-1.79974586588744e+002°)
1.89889084209787e+005	(9.40203501720611e+001dB,-1.79974591268403e+002°)
1.89932812821499e+005	(9.40203503276623e+001dB,-1.79974595946788e+002°)
1.89976551503255e+005	(9.40203504832121e+001dB,-1.79974600623901e+002°)
1.90020300257374e+005	(9.40203506387103e+001dB,-1.79974605299740e+002°)
1.90064059086176e+005	(9.40203507941571e+001dB,-1.79974609974308e+002°)
1.90107827991980e+005	(9.40203509495525e+001dB,-1.79974614647603e+002°)
1.90151606977108e+005	(9.40203511048964e+001dB,-1.79974619319625e+002°)
1.90195396043881e+005	(9.40203512601890e+001dB,-1.79974623990377e+002°)
1.90239195194620e+005	(9.40203514154303e+001dB,-1.79974628659856e+002°)
1.90283004431647e+005	(9.40203515706203e+001dB,-1.79974633328064e+002°)
1.90326823757285e+005	(9.40203517257590e+001dB,-1.79974637995000e+002°)
1.90370653173857e+005	(9.40203518808465e+001dB,-1.79974642660666e+002°)
1.90414492683688e+005	(9.40203520358827e+001dB,-1.79974647325061e+002°)
1.90458342289101e+005	(9.40203521908678e+001dB,-1.79974651988185e+002°)
1.90502201992421e+005	(9.40203523458018e+001dB,-1.79974656650039e+002°)
1.90546071795974e+005	(9.40203525006846e+001dB,-1.79974661310622e+002°)
1.90589951702086e+005	(9.40203526555163e+001dB,-1.79974665969936e+002°)
1.90633841713082e+005	(9.40203528102971e+001dB,-1.79974670627979e+002°)
1.90677741831291e+005	(9.40203529650268e+001dB,-1.79974675284753e+002°)
1.90721652059040e+005	(9.40203531197055e+001dB,-1.79974679940258e+002°)
1.90765572398656e+005	(9.40203532743332e+001dB,-1.79974684594493e+002°)
1.90809502852468e+005	(9.40203534289101e+001dB,-1.79974689247460e+002°)
1.90853443422806e+005	(9.40203535834360e+001dB,-1.79974693899157e+002°)
1.90897394111999e+005	(9.40203537379111e+001dB,-1.79974698549586e+002°)
1.90941354922378e+005	(9.40203538923354e+001dB,-1.79974703198747e+002°)
1.90985325856272e+005	(9.40203540467088e+001dB,-1.79974707846640e+002°)
1.91029306916014e+005	(9.40203542010315e+001dB,-1.79974712493264e+002°)
1.91073298103935e+005	(9.40203543553035e+001dB,-1.79974717138621e+002°)
1.91117299422368e+005	(9.40203545095248e+001dB,-1.79974721782710e+002°)
1.91161310873646e+005	(9.40203546636954e+001dB,-1.79974726425532e+002°)
1.91205332460101e+005	(9.40203548178153e+001dB,-1.79974731067086e+002°)
1.91249364184069e+005	(9.40203549718847e+001dB,-1.79974735707374e+002°)
1.91293406047882e+005	(9.40203551259035e+001dB,-1.79974740346395e+002°)
1.91337458053878e+005	(9.40203552798717e+001dB,-1.79974744984149e+002°)
1.91381520204390e+005	(9.40203554337894e+001dB,-1.79974749620637e+002°)
1.91425592501756e+005	(9.40203555876567e+001dB,-1.79974754255859e+002°)
1.91469674948312e+005	(9.40203557414735e+001dB,-1.79974758889815e+002°)
1.91513767546394e+005	(9.40203558952399e+001dB,-1.79974763522505e+002°)
1.91557870298342e+005	(9.40203560489559e+001dB,-1.79974768153930e+002°)
1.91601983206493e+005	(9.40203562026215e+001dB,-1.79974772784089e+002°)
1.91646106273186e+005	(9.40203563562368e+001dB,-1.79974777412983e+002°)
1.91690239500760e+005	(9.40203565098018e+001dB,-1.79974782040612e+002°)
1.91734382891555e+005	(9.40203566633166e+001dB,-1.79974786666977e+002°)
1.91778536447912e+005	(9.40203568167811e+001dB,-1.79974791292077e+002°)
1.91822700172172e+005	(9.40203569701955e+001dB,-1.79974795915913e+002°)
1.91866874066675e+005	(9.40203571235596e+001dB,-1.79974800538484e+002°)
1.91911058133765e+005	(9.40203572768737e+001dB,-1.79974805159792e+002°)
1.91955252375784e+005	(9.40203574301376e+001dB,-1.79974809779836e+002°)
1.91999456795075e+005	(9.40203575833514e+001dB,-1.79974814398617e+002°)
1.92043671393981e+005	(9.40203577365153e+001dB,-1.79974819016134e+002°)
1.92087896174848e+005	(9.40203578896291e+001dB,-1.79974823632388e+002°)
1.92132131140018e+005	(9.40203580426929e+001dB,-1.79974828247379e+002°)
1.92176376291839e+005	(9.40203581957067e+001dB,-1.79974832861108e+002°)
1.92220631632655e+005	(9.40203583486707e+001dB,-1.79974837473574e+002°)
1.92264897164814e+005	(9.40203585015848e+001dB,-1.79974842084778e+002°)
1.92309172890661e+005	(9.40203586544490e+001dB,-1.79974846694720e+002°)
1.92353458812545e+005	(9.40203588072634e+001dB,-1.79974851303400e+002°)
1.92397754932814e+005	(9.40203589600280e+001dB,-1.79974855910818e+002°)
1.92442061253815e+005	(9.40203591127428e+001dB,-1.79974860516975e+002°)
1.92486377777898e+005	(9.40203592654079e+001dB,-1.79974865121870e+002°)
1.92530704507413e+005	(9.40203594180234e+001dB,-1.79974869725505e+002°)
1.92575041444710e+005	(9.40203595705891e+001dB,-1.79974874327878e+002°)
1.92619388592140e+005	(9.40203597231052e+001dB,-1.79974878928991e+002°)
1.92663745952053e+005	(9.40203598755717e+001dB,-1.79974883528844e+002°)
1.92708113526802e+005	(9.40203600279886e+001dB,-1.79974888127436e+002°)
1.92752491318738e+005	(9.40203601803560e+001dB,-1.79974892724768e+002°)
1.92796879330215e+005	(9.40203603326739e+001dB,-1.79974897320841e+002°)
1.92841277563587e+005	(9.40203604849423e+001dB,-1.79974901915654e+002°)
1.92885686021207e+005	(9.40203606371612e+001dB,-1.79974906509207e+002°)
1.92930104705429e+005	(9.40203607893308e+001dB,-1.79974911101501e+002°)
1.92974533618609e+005	(9.40203609414509e+001dB,-1.79974915692536e+002°)
1.93018972763102e+005	(9.40203610935217e+001dB,-1.79974920282312e+002°)
1.93063422141264e+005	(9.40203612455431e+001dB,-1.79974924870830e+002°)
1.93107881755452e+005	(9.40203613975153e+001dB,-1.79974929458089e+002°)
1.93152351608024e+005	(9.40203615494382e+001dB,-1.79974934044090e+002°)
1.93196831701336e+005	(9.40203617013119e+001dB,-1.79974938628833e+002°)
1.93241322037748e+005	(9.40203618531363e+001dB,-1.79974943212319e+002°)
1.93285822619617e+005	(9.40203620049116e+001dB,-1.79974947794546e+002°)
1.93330333449304e+005	(9.40203621566378e+001dB,-1.79974952375516e+002°)
1.93374854529169e+005	(9.40203623083148e+001dB,-1.79974956955229e+002°)
1.93419385861571e+005	(9.40203624599428e+001dB,-1.79974961533685e+002°)
1.93463927448872e+005	(9.40203626115217e+001dB,-1.79974966110885e+002°)
1.93508479293433e+005	(9.40203627630516e+001dB,-1.79974970686827e+002°)
1.93553041397617e+005	(9.40203629145326e+001dB,-1.79974975261514e+002°)
1.93597613763786e+005	(9.40203630659645e+001dB,-1.79974979834944e+002°)
1.93642196394303e+005	(9.40203632173476e+001dB,-1.79974984407118e+002°)
1.93686789291532e+005	(9.40203633686817e+001dB,-1.79974988978036e+002°)
1.93731392457838e+005	(9.40203635199670e+001dB,-1.79974993547699e+002°)
1.93776005895584e+005	(9.40203636712035e+001dB,-1.79974998116106e+002°)
1.93820629607137e+005	(9.40203638223912e+001dB,-1.79975002683258e+002°)
1.93865263594863e+005	(9.40203639735301e+001dB,-1.79975007249155e+002°)
1.93909907861127e+005	(9.40203641246202e+001dB,-1.79975011813798e+002°)
1.93954562408297e+005	(9.40203642756617e+001dB,-1.79975016377185e+002°)
1.93999227238740e+005	(9.40203644266545e+001dB,-1.79975020939319e+002°)
1.94043902354825e+005	(9.40203645775986e+001dB,-1.79975025500198e+002°)
1.94088587758919e+005	(9.40203647284941e+001dB,-1.79975030059823e+002°)
1.94133283453393e+005	(9.40203648793411e+001dB,-1.79975034618195e+002°)
1.94177989440616e+005	(9.40203650301395e+001dB,-1.79975039175313e+002°)
1.94222705722958e+005	(9.40203651808893e+001dB,-1.79975043731178e+002°)
1.94267432302790e+005	(9.40203653315907e+001dB,-1.79975048285789e+002°)
1.94312169182484e+005	(9.40203654822436e+001dB,-1.79975052839148e+002°)
1.94356916364410e+005	(9.40203656328481e+001dB,-1.79975057391253e+002°)
1.94401673850943e+005	(9.40203657834042e+001dB,-1.79975061942107e+002°)
1.94446441644454e+005	(9.40203659339119e+001dB,-1.79975066491708e+002°)
1.94491219747317e+005	(9.40203660843713e+001dB,-1.79975071040056e+002°)
1.94536008161907e+005	(9.40203662347824e+001dB,-1.79975075587153e+002°)
1.94580806890598e+005	(9.40203663851452e+001dB,-1.79975080132998e+002°)
1.94625615935765e+005	(9.40203665354598e+001dB,-1.79975084677591e+002°)
1.94670435299783e+005	(9.40203666857261e+001dB,-1.79975089220934e+002°)
1.94715264985030e+005	(9.40203668359443e+001dB,-1.79975093763025e+002°)
1.94760104993882e+005	(9.40203669861143e+001dB,-1.79975098303865e+002°)
1.94804955328717e+005	(9.40203671362362e+001dB,-1.79975102843454e+002°)
1.94849815991911e+005	(9.40203672863100e+001dB,-1.79975107381793e+002°)
1.94894686985845e+005	(9.40203674363357e+001dB,-1.79975111918881e+002°)
1.94939568312896e+005	(9.40203675863135e+001dB,-1.79975116454719e+002°)
1.94984459975444e+005	(9.40203677362432e+001dB,-1.79975120989308e+002°)
1.95029361975870e+005	(9.40203678861249e+001dB,-1.79975125522646e+002°)
1.95074274316554e+005	(9.40203680359587e+001dB,-1.79975130054736e+002°)
1.95119196999878e+005	(9.40203681857446e+001dB,-1.79975134585575e+002°)
1.95164130028222e+005	(9.40203683354826e+001dB,-1.79975139115166e+002°)
1.95209073403970e+005	(9.40203684851728e+001dB,-1.79975143643508e+002°)
1.95254027129504e+005	(9.40203686348152e+001dB,-1.79975148170601e+002°)
1.95298991207207e+005	(9.40203687844098e+001dB,-1.79975152696445e+002°)
1.95343965639465e+005	(9.40203689339566e+001dB,-1.79975157221041e+002°)
1.95388950428660e+005	(9.40203690834557e+001dB,-1.79975161744389e+002°)
1.95433945577178e+005	(9.40203692329071e+001dB,-1.79975166266489e+002°)
1.95478951087405e+005	(9.40203693823108e+001dB,-1.79975170787342e+002°)
1.95523966961727e+005	(9.40203695316670e+001dB,-1.79975175306947e+002°)
1.95568993202531e+005	(9.40203696809755e+001dB,-1.79975179825304e+002°)
1.95614029812203e+005	(9.40203698302364e+001dB,-1.79975184342415e+002°)
1.95659076793132e+005	(9.40203699794498e+001dB,-1.79975188858278e+002°)
1.95704134147706e+005	(9.40203701286157e+001dB,-1.79975193372895e+002°)
1.95749201878313e+005	(9.40203702777341e+001dB,-1.79975197886265e+002°)
1.95794279987344e+005	(9.40203704268051e+001dB,-1.79975202398389e+002°)
1.95839368477189e+005	(9.40203705758287e+001dB,-1.79975206909267e+002°)
1.95884467350237e+005	(9.40203707248048e+001dB,-1.79975211418899e+002°)
1.95929576608880e+005	(9.40203708737336e+001dB,-1.79975215927285e+002°)
1.95974696255509e+005	(9.40203710226151e+001dB,-1.79975220434426e+002°)
1.96019826292517e+005	(9.40203711714493e+001dB,-1.79975224940321e+002°)
1.96064966722297e+005	(9.40203713202362e+001dB,-1.79975229444971e+002°)
1.96110117547242e+005	(9.40203714689759e+001dB,-1.79975233948377e+002°)
1.96155278769745e+005	(9.40203716176683e+001dB,-1.79975238450537e+002°)
1.96200450392202e+005	(9.40203717663136e+001dB,-1.79975242951454e+002°)
1.96245632417006e+005	(9.40203719149118e+001dB,-1.79975247451125e+002°)
1.96290824846554e+005	(9.40203720634628e+001dB,-1.79975251949553e+002°)
1.96336027683241e+005	(9.40203722119668e+001dB,-1.79975256446737e+002°)
1.96381240929465e+005	(9.40203723604237e+001dB,-1.79975260942677e+002°)
1.96426464587622e+005	(9.40203725088336e+001dB,-1.79975265437374e+002°)
1.96471698660110e+005	(9.40203726571964e+001dB,-1.79975269930827e+002°)
1.96516943149328e+005	(9.40203728055124e+001dB,-1.79975274423037e+002°)
1.96562198057673e+005	(9.40203729537814e+001dB,-1.79975278914004e+002°)
1.96607463387546e+005	(9.40203731020035e+001dB,-1.79975283403729e+002°)
1.96652739141347e+005	(9.40203732501787e+001dB,-1.79975287892211e+002°)
1.96698025321475e+005	(9.40203733983071e+001dB,-1.79975292379450e+002°)
1.96743321930332e+005	(9.40203735463886e+001dB,-1.79975296865448e+002°)
1.96788628970320e+005	(9.40203736944234e+001dB,-1.79975301350204e+002°)
1.96833946443841e+005	(9.40203738424115e+001dB,-1.79975305833718e+002°)
1.96879274353296e+005	(9.40203739903528e+001dB,-1.79975310315990e+002°)
1.96924612701091e+005	(9.40203741382474e+001dB,-1.79975314797021e+002°)
1.96969961489628e+005	(9.40203742860954e+001dB,-1.79975319276811e+002°)
1.97015320721311e+005	(9.40203744338967e+001dB,-1.79975323755360e+002°)
1.97060690398546e+005	(9.40203745816515e+001dB,-1.79975328232669e+002°)
1.97106070523738e+005	(9.40203747293597e+001dB,-1.79975332708737e+002°)
1.97151461099294e+005	(9.40203748770213e+001dB,-1.79975337183564e+002°)
1.97196862127618e+005	(9.40203750246364e+001dB,-1.79975341657152e+002°)
1.97242273611120e+005	(9.40203751722051e+001dB,-1.79975346129499e+002°)
1.97287695552206e+005	(9.40203753197273e+001dB,-1.79975350600607e+002°)
1.97333127953285e+005	(9.40203754672031e+001dB,-1.79975355070476e+002°)
1.97378570816765e+005	(9.40203756146325e+001dB,-1.79975359539104e+002°)
1.97424024145056e+005	(9.40203757620155e+001dB,-1.79975364006494e+002°)
1.97469487940567e+005	(9.40203759093523e+001dB,-1.79975368472645e+002°)
1.97514962205710e+005	(9.40203760566427e+001dB,-1.79975372937558e+002°)
1.97560446942895e+005	(9.40203762038868e+001dB,-1.79975377401231e+002°)
1.97605942154533e+005	(9.40203763510847e+001dB,-1.79975381863667e+002°)
1.97651447843037e+005	(9.40203764982365e+001dB,-1.79975386324864e+002°)
1.97696964010820e+005	(9.40203766453420e+001dB,-1.79975390784823e+002°)
1.97742490660294e+005	(9.40203767924014e+001dB,-1.79975395243545e+002°)
1.97788027793874e+005	(9.40203769394147e+001dB,-1.79975399701029e+002°)
1.97833575413973e+005	(9.40203770863818e+001dB,-1.79975404157276e+002°)
1.97879133523007e+005	(9.40203772333030e+001dB,-1.79975408612286e+002°)
1.97924702123391e+005	(9.40203773801781e+001dB,-1.79975413066059e+002°)
1.97970281217541e+005	(9.40203775270072e+001dB,-1.79975417518595e+002°)
1.98015870807874e+005	(9.40203776737903e+001dB,-1.79975421969894e+002°)
1.98061470896807e+005	(9.40203778205276e+001dB,-1.79975426419957e+002°)
1.98107081486757e+005	(9.40203779672188e+001dB,-1.79975430868784e+002°)
1.98152702580143e+005	(9.40203781138643e+001dB,-1.79975435316376e+002°)
1.98198334179383e+005	(9.40203782604639e+001dB,-1.79975439762731e+002°)
1.98243976286897e+005	(9.40203784070176e+001dB,-1.79975444207851e+002°)
1.98289628905104e+005	(9.40203785535256e+001dB,-1.79975448651735e+002°)
1.98335292036426e+005	(9.40203786999878e+001dB,-1.79975453094385e+002°)
1.98380965683283e+005	(9.40203788464043e+001dB,-1.79975457535799e+002°)
1.98426649848096e+005	(9.40203789927752e+001dB,-1.79975461975979e+002°)
1.98472344533289e+005	(9.40203791391003e+001dB,-1.79975466414924e+002°)
1.98518049741283e+005	(9.40203792853798e+001dB,-1.79975470852635e+002°)
1.98563765474501e+005	(9.40203794316137e+001dB,-1.79975475289112e+002°)
1.98609491735369e+005	(9.40203795778020e+001dB,-1.79975479724354e+002°)
1.98655228526309e+005	(9.40203797239448e+001dB,-1.79975484158363e+002°)
1.98700975849747e+005	(9.40203798700420e+001dB,-1.79975488591139e+002°)
1.98746733708109e+005	(9.40203800160938e+001dB,-1.79975493022681e+002°)
1.98792502103819e+005	(9.40203801621001e+001dB,-1.79975497452990e+002°)
1.98838281039306e+005	(9.40203803080610e+001dB,-1.79975501882066e+002°)
1.98884070516996e+005	(9.40203804539765e+001dB,-1.79975506309909e+002°)
1.98929870539317e+005	(9.40203805998466e+001dB,-1.79975510736520e+002°)
1.98975681108697e+005	(9.40203807456714e+001dB,-1.79975515161898e+002°)
1.99021502227564e+005	(9.40203808914509e+001dB,-1.79975519586044e+002°)
1.99067333898349e+005	(9.40203810371851e+001dB,-1.79975524008958e+002°)
1.99113176123482e+005	(9.40203811828741e+001dB,-1.79975528430641e+002°)
1.99159028905392e+005	(9.40203813285178e+001dB,-1.79975532851092e+002°)
1.99204892246511e+005	(9.40203814741164e+001dB,-1.79975537270311e+002°)
1.99250766149270e+005	(9.40203816196698e+001dB,-1.79975541688300e+002°)
1.99296650616102e+005	(9.40203817651781e+001dB,-1.79975546105057e+002°)
1.99342545649439e+005	(9.40203819106412e+001dB,-1.79975550520584e+002°)
1.99388451251716e+005	(9.40203820560593e+001dB,-1.79975554934880e+002°)
1.99434367425364e+005	(9.40203822014324e+001dB,-1.79975559347945e+002°)
1.99480294172820e+005	(9.40203823467605e+001dB,-1.79975563759781e+002°)
1.99526231496518e+005	(9.40203824920435e+001dB,-1.79975568170386e+002°)
1.99572179398893e+005	(9.40203826372817e+001dB,-1.79975572579762e+002°)
1.99618137882382e+005	(9.40203827824749e+001dB,-1.79975576987908e+002°)
1.99664106949421e+005	(9.40203829276232e+001dB,-1.79975581394825e+002°)
1.99710086602448e+005	(9.40203830727267e+001dB,-1.79975585800512e+002°)
1.99756076843900e+005	(9.40203832177853e+001dB,-1.79975590204971e+002°)
1.99802077676216e+005	(9.40203833627991e+001dB,-1.79975594608201e+002°)
1.99848089101834e+005	(9.40203835077682e+001dB,-1.79975599010202e+002°)
1.99894111123195e+005	(9.40203836526925e+001dB,-1.79975603410975e+002°)
1.99940143742738e+005	(9.40203837975721e+001dB,-1.79975607810519e+002°)
1.99986186962903e+005	(9.40203839424071e+001dB,-1.79975612208836e+002°)
2.00032240786132e+005	(9.40203840871973e+001dB,-1.79975616605925e+002°)
2.00078305214867e+005	(9.40203842319430e+001dB,-1.79975621001786e+002°)
2.00124380251550e+005	(9.40203843766440e+001dB,-1.79975625396419e+002°)
2.00170465898624e+005	(9.40203845213005e+001dB,-1.79975629789826e+002°)
2.00216562158532e+005	(9.40203846659125e+001dB,-1.79975634182005e+002°)
2.00262669033718e+005	(9.40203848104800e+001dB,-1.79975638572958e+002°)
2.00308786526627e+005	(9.40203849550029e+001dB,-1.79975642962684e+002°)
2.00354914639704e+005	(9.40203850994815e+001dB,-1.79975647351184e+002°)
2.00401053375394e+005	(9.40203852439156e+001dB,-1.79975651738457e+002°)
2.00447202736144e+005	(9.40203853883053e+001dB,-1.79975656124504e+002°)
2.00493362724400e+005	(9.40203855326507e+001dB,-1.79975660509326e+002°)
2.00539533342610e+005	(9.40203856769518e+001dB,-1.79975664892922e+002°)
2.00585714593222e+005	(9.40203858212085e+001dB,-1.79975669275292e+002°)
2.00631906478684e+005	(9.40203859654210e+001dB,-1.79975673656437e+002°)
2.00678109001446e+005	(9.40203861095893e+001dB,-1.79975678036358e+002°)
2.00724322163956e+005	(9.40203862537133e+001dB,-1.79975682415053e+002°)
2.00770545968666e+005	(9.40203863977932e+001dB,-1.79975686792523e+002°)
2.00816780418025e+005	(9.40203865418289e+001dB,-1.79975691168770e+002°)
2.00863025514486e+005	(9.40203866858205e+001dB,-1.79975695543792e+002°)
2.00909281260499e+005	(9.40203868297680e+001dB,-1.79975699917589e+002°)
2.00955547658518e+005	(9.40203869736715e+001dB,-1.79975704290163e+002°)
2.01001824710996e+005	(9.40203871175309e+001dB,-1.79975708661514e+002°)
2.01048112420385e+005	(9.40203872613463e+001dB,-1.79975713031641e+002°)
2.01094410789141e+005	(9.40203874051178e+001dB,-1.79975717400544e+002°)
2.01140719819717e+005	(9.40203875488453e+001dB,-1.79975721768225e+002°)
2.01187039514569e+005	(9.40203876925289e+001dB,-1.79975726134682e+002°)
2.01233369876154e+005	(9.40203878361686e+001dB,-1.79975730499917e+002°)
2.01279710906926e+005	(9.40203879797644e+001dB,-1.79975734863930e+002°)
2.01326062609344e+005	(9.40203881233165e+001dB,-1.79975739226720e+002°)
2.01372424985864e+005	(9.40203882668247e+001dB,-1.79975743588288e+002°)
2.01418798038946e+005	(9.40203884102891e+001dB,-1.79975747948634e+002°)
2.01465181771047e+005	(9.40203885537099e+001dB,-1.79975752307758e+002°)
2.01511576184626e+005	(9.40203886970869e+001dB,-1.79975756665661e+002°)
2.01557981282144e+005	(9.40203888404203e+001dB,-1.79975761022343e+002°)
2.01604397066061e+005	(9.40203889837100e+001dB,-1.79975765377803e+002°)
